age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,prénom,téléphone
49,entrepreneur,married,primary,no,897,no,no,telephone,9,nov,744,4,-1,0,unknown,aleksandro,3351711
42,blue-collar,single,secondary,no,57,yes,no,unknown,4,jun,889,6,-1,2,unknown,jo,3353370
34,admin.,married,secondary,no,210,yes,no,cellular,13,aug,640,1,-1,0,unknown,breda,3356014
31,technician,married,tertiary,yes,24450,no,no,cellular,25,apr,490,1,95,0,unknown,augustus,3351967
41,technician,single,secondary,no,922,yes,no,cellular,22,jul,895,1,-1,1,unknown,kinga,3360827
52,blue-collar,married,secondary,no,105,yes,no,cellular,14,apr,95,1,-1,0,failure,sylvie,3360240
33,unemployed,divorced,secondary,no,373,yes,no,cellular,30,jul,582,6,-1,3,failure,aniela,3358591
44,management,married,secondary,no,3343,no,no,cellular,27,nov,215,3,106,1,unknown,jennie,3351655
32,admin.,married,tertiary,no,2557,yes,no,unknown,26,feb,64,2,-1,0,failure,bertoldo,3354870
31,management,single,secondary,no,167,yes,yes,cellular,29,jan,106,4,-1,1,unknown,kinge,3352027
32,management,married,secondary,no,1628,no,no,unknown,29,aug,72,3,-1,1,unknown,neirin,3356095
29,management,married,tertiary,no,-547,yes,no,unknown,21,oct,1439,1,-1,10,unknown,éimhín,3359256
39,self-employed,single,secondary,no,1147,no,no,cellular,8,jul,616,1,302,1,unknown,ona,3357031
32,retired,married,secondary,no,116,yes,no,cellular,21,may,230,1,-1,0,unknown,mirza,3359562
34,retired,married,unknown,no,1175,yes,no,cellular,9,may,249,1,-1,0,unknown,jethro,3358443
31,technician,married,secondary,no,964,no,no,telephone,29,jul,323,2,-1,0,unknown,jedrzej,3360300
30,management,married,primary,no,52587,yes,no,cellular,6,may,390,3,-1,0,unknown,finn,3350808
47,services,single,primary,no,992,yes,no,unknown,20,jun,58,1,-1,0,unknown,friedemann,3359775
30,retired,married,tertiary,no,120,no,no,unknown,7,may,301,1,-1,0,unknown,miloslaw,3352095
37,technician,married,tertiary,no,536,yes,no,cellular,22,may,217,1,-1,0,success,jehoshaphat,3358728
37,blue-collar,single,secondary,no,2283,no,yes,unknown,15,aug,225,2,-1,3,unknown,aphrodite,3357269
38,technician,married,secondary,no,1756,yes,yes,cellular,6,aug,370,1,-1,0,unknown,malika,3351527
38,technician,married,tertiary,no,1776,no,no,cellular,12,may,276,2,-1,0,unknown,euthymius,3361152
30,management,married,tertiary,no,-516,yes,no,cellular,29,jan,1381,1,-1,0,unknown,gbemisola,3356165
55,management,married,primary,no,156,no,no,cellular,22,jun,152,1,-1,0,unknown,niven,3356403
42,admin.,single,primary,no,3665,yes,no,cellular,30,oct,815,1,-1,0,unknown,alondra,3354031
31,management,married,primary,no,223,no,no,unknown,15,nov,160,1,-1,1,success,evander (2),3351107
20,management,married,secondary,no,405,no,no,cellular,13,jun,359,4,-1,0,failure,madailéin,3351860
46,management,married,tertiary,no,375,yes,no,cellular,15,jul,160,1,95,0,unknown,roc,3357026
43,admin.,married,secondary,no,1050,no,no,cellular,15,may,216,1,-1,0,failure,ari (2),3355119
30,technician,married,tertiary,no,158,no,no,cellular,14,jul,270,2,-1,0,unknown,pace,3356760
44,services,single,tertiary,no,-93,no,no,unknown,15,may,361,8,182,0,unknown,kallikrates,3358786
32,blue-collar,married,secondary,no,4718,yes,no,cellular,1,apr,1425,1,-1,2,unknown,saturnina,3352013
39,technician,married,tertiary,no,0,no,no,unknown,5,feb,900,2,-1,7,unknown,jocky,3358573
51,admin.,married,tertiary,no,1299,no,no,cellular,12,may,55,2,70,2,unknown,ayishah,3351690
53,technician,single,tertiary,no,1495,no,no,cellular,21,aug,248,2,-1,0,unknown,kobina,3357437
31,blue-collar,married,tertiary,no,92,yes,no,cellular,9,aug,612,1,-1,0,unknown,chrystal,3350593
80,technician,single,tertiary,no,1884,yes,no,unknown,6,nov,158,2,-1,0,unknown,blossom,3354078
52,management,married,secondary,no,309,no,no,cellular,19,mar,270,10,-1,0,unknown,joaquin,3360425
66,blue-collar,married,secondary,no,5,no,no,cellular,20,apr,216,1,-1,1,unknown,bahiyya,3352310
38,technician,divorced,primary,no,817,yes,no,unknown,14,aug,61,1,-1,0,success,lenuta,3360664
58,management,married,secondary,no,307,no,no,cellular,3,may,389,2,-1,0,unknown,luther,3352198
30,blue-collar,married,tertiary,no,-473,yes,no,cellular,25,aug,36,1,-1,0,success,clare,3354207
61,unemployed,single,secondary,no,6807,yes,no,cellular,7,mar,505,3,-1,2,unknown,eileen,3350199
53,technician,married,secondary,no,16,yes,no,unknown,26,jan,303,3,-1,0,unknown,rika,3350561
48,admin.,married,secondary,no,997,no,no,cellular,12,may,854,1,-1,0,unknown,themis,3359652
29,management,married,tertiary,no,4312,yes,yes,cellular,19,jan,440,2,-1,6,unknown,patrik,3360078
29,management,single,tertiary,no,1345,no,no,cellular,14,aug,509,1,198,0,unknown,etel,3358774
28,self-employed,single,secondary,no,920,yes,no,cellular,21,may,69,2,-1,1,unknown,stefanie,3353308
37,retired,single,secondary,no,108,no,yes,telephone,27,nov,94,1,-1,0,unknown,mohammed,3352122
31,retired,married,secondary,no,1109,no,no,cellular,4,may,327,1,-1,0,failure,radoslava,3357409
31,blue-collar,single,tertiary,no,192,no,no,unknown,14,jul,229,4,-1,2,success,ben,3360054
43,blue-collar,married,tertiary,no,377,yes,no,cellular,7,apr,386,4,-1,0,unknown,alis,3354407
45,management,married,tertiary,no,4657,yes,no,cellular,7,may,383,2,92,0,failure,celino,3352951
47,technician,married,tertiary,no,423,yes,no,cellular,4,oct,365,2,-1,8,unknown,gwenevere,3360298
55,blue-collar,married,tertiary,no,92,yes,no,unknown,12,may,109,4,-1,0,failure,bedros,3356665
34,admin.,married,primary,no,3309,no,no,cellular,28,may,1348,1,-1,0,unknown,lazzaro,3358234
44,admin.,divorced,tertiary,no,2120,yes,no,unknown,6,aug,549,6,-1,0,unknown,archimedes,3352172
76,admin.,married,secondary,no,5083,yes,no,cellular,29,jul,127,2,300,0,unknown,donny,3359897
26,blue-collar,divorced,primary,no,1365,yes,no,unknown,20,jun,157,2,-1,0,unknown,sebastiana,3351531
48,technician,married,primary,no,254,yes,no,cellular,27,jun,174,1,-1,0,unknown,isiah,3359969
53,management,divorced,secondary,no,605,no,no,cellular,16,apr,304,1,86,0,unknown,moray,3355812
39,blue-collar,single,secondary,no,2551,no,yes,cellular,4,aug,110,1,-1,0,unknown,gusztáv,3351693
60,admin.,divorced,secondary,no,682,yes,no,cellular,10,nov,657,1,-1,0,unknown,khorshed,3359906
52,student,single,secondary,no,10884,yes,no,cellular,7,sep,194,1,-1,0,unknown,annelie,3354751
34,blue-collar,single,secondary,no,598,yes,no,cellular,8,may,1978,1,-1,0,unknown,immaculata,3354570
58,technician,married,secondary,no,362,yes,no,cellular,14,jul,15,1,-1,0,unknown,perla,3354803
28,self-employed,single,secondary,no,6691,no,yes,telephone,8,nov,480,1,-1,3,unknown,odran,3351926
32,management,married,secondary,no,195,no,no,unknown,15,may,14,1,-1,0,unknown,tarmo,3355470
33,services,married,secondary,no,2910,yes,no,cellular,5,may,316,1,-1,0,other,évariste,3350082
67,student,single,tertiary,no,1532,no,no,cellular,29,jul,350,3,94,3,failure,vishal,3352175
27,blue-collar,married,unknown,no,132,no,no,unknown,21,may,456,3,336,0,other,joanna,3356154
35,technician,married,tertiary,no,1858,yes,no,telephone,15,feb,7,4,-1,1,other,nerissa,3359916
30,management,married,tertiary,no,1317,no,no,cellular,11,apr,203,2,4,0,unknown,marianne (1),3358857
54,student,single,primary,no,1808,yes,no,cellular,21,nov,179,1,306,0,failure,varya,3352379
33,admin.,single,secondary,no,5,no,yes,cellular,12,feb,1196,3,315,0,unknown,connie,3352169
42,services,married,tertiary,no,349,no,no,cellular,21,may,243,3,-1,2,unknown,tristand,3358281
27,admin.,single,tertiary,no,2050,yes,no,cellular,20,apr,893,2,-1,1,unknown,ssanyu,3358804
64,services,married,tertiary,no,260,no,no,cellular,19,may,483,11,-1,0,unknown,althea,3353049
36,admin.,married,secondary,no,161,yes,no,cellular,15,jul,377,1,350,1,unknown,angelo,3356172
40,student,married,tertiary,no,1,yes,no,cellular,21,aug,308,1,22,13,unknown,vasile,3360385
57,management,single,tertiary,no,0,yes,no,unknown,12,aug,1008,2,-1,0,unknown,elvin,3351832
26,retired,divorced,secondary,no,327,yes,yes,cellular,4,apr,236,3,-1,0,unknown,petras,3357655
43,management,married,secondary,no,2103,yes,no,cellular,14,aug,22,3,-1,0,success,alisya,3357718
41,technician,married,secondary,no,388,yes,no,cellular,2,apr,662,2,-1,0,unknown,melicent,3358566
40,admin.,single,primary,no,202,no,no,cellular,27,aug,593,1,-1,0,unknown,jamaal,3354748
36,technician,married,secondary,no,2346,no,no,unknown,7,may,164,1,371,2,unknown,chylan,3351342
47,retired,divorced,secondary,no,606,no,no,cellular,27,jun,481,3,-1,0,other,tivadar,3357785
37,housemaid,married,secondary,no,1170,yes,no,cellular,16,apr,708,1,-1,0,unknown,agapios,3357504
59,blue-collar,divorced,secondary,no,3837,yes,yes,cellular,15,jul,239,5,-1,0,other,graeme,3351918
51,blue-collar,divorced,primary,no,517,no,yes,unknown,16,may,627,1,126,0,unknown,alphonsine,3353969
40,technician,married,secondary,no,657,no,no,cellular,9,may,102,5,-1,0,unknown,lauro,3350758
21,blue-collar,divorced,primary,no,0,yes,no,unknown,21,aug,631,1,358,0,unknown,chander,3356058
29,services,single,primary,no,1276,no,no,unknown,15,sep,820,1,-1,0,unknown,pascale,3359429
24,unemployed,married,primary,no,8876,no,no,cellular,18,nov,917,1,-1,0,unknown,topsy,3359268
29,management,married,tertiary,no,1058,no,no,cellular,24,jan,416,2,-1,0,unknown,jeanie,3355805
44,unemployed,single,tertiary,no,1390,no,no,cellular,18,jun,1161,1,521,3,unknown,marshan,3354039
37,student,single,secondary,no,2367,yes,no,unknown,28,may,75,3,-1,1,failure,anne,3360297
28,unemployed,married,secondary,no,572,yes,no,cellular,28,aug,17,3,-1,0,unknown,svarog,3351879
52,retired,divorced,secondary,no,803,yes,yes,unknown,27,jun,1658,4,141,0,unknown,cian,3359950
82,technician,married,secondary,no,-513,no,no,cellular,14,nov,218,1,-1,0,failure,ilsa,3360826
42,self-employed,married,secondary,no,40,yes,no,cellular,19,jun,761,11,-1,0,other,bruno,3355110
41,blue-collar,married,secondary,no,1679,no,no,cellular,28,jun,71,1,-1,0,unknown,marcelina,3355886
36,housemaid,married,secondary,no,213,yes,no,cellular,3,jan,749,4,-1,3,failure,demostrate,3358251
33,technician,married,secondary,no,2405,no,no,cellular,18,aug,137,1,-1,0,unknown,mária,3352813
45,technician,married,tertiary,no,-78,no,no,cellular,18,sep,95,1,-1,0,unknown,maxwell,3358237
42,blue-collar,single,secondary,no,5909,no,no,unknown,2,may,31,1,-1,0,unknown,conrado,3353387
41,entrepreneur,married,secondary,no,504,no,no,cellular,3,may,417,1,104,0,unknown,addison,3350157
29,management,married,secondary,no,11650,no,no,cellular,12,apr,712,2,-1,0,success,salima,3357065
56,self-employed,married,unknown,no,22,no,no,cellular,4,nov,451,1,-1,0,unknown,reece,3353744
29,management,married,tertiary,no,492,yes,yes,unknown,20,may,400,1,-1,0,unknown,valda,3355713
27,management,married,secondary,no,0,no,no,unknown,9,jul,196,2,-1,1,other,brenda,3352056
39,technician,single,secondary,no,61,no,no,cellular,13,feb,963,1,-1,1,unknown,barthélémy,3350697
25,management,single,secondary,no,9,yes,yes,telephone,9,may,409,3,-1,0,unknown,fionntán,3356744
50,technician,married,secondary,yes,254,yes,no,cellular,20,sep,228,4,-1,0,success,dominik,3360860
35,blue-collar,single,tertiary,no,2040,yes,no,telephone,13,may,173,1,-1,0,success,adelheid,3358671
39,blue-collar,married,primary,no,882,yes,no,cellular,21,feb,141,2,-1,0,unknown,haleigh,3358755
40,services,married,secondary,no,-468,no,no,cellular,23,apr,209,1,-1,4,other,lempi,3359651
26,admin.,single,tertiary,no,131,no,no,cellular,16,jun,157,2,-1,0,unknown,merry,3350237
35,management,married,secondary,no,600,no,no,cellular,22,aug,103,1,-1,0,unknown,ileen,3356320
43,management,married,secondary,no,565,yes,no,cellular,16,may,315,4,184,2,unknown,séamas,3351380
49,services,single,secondary,no,0,no,no,unknown,6,may,638,8,134,0,unknown,lizaveta,3355371
42,admin.,married,unknown,no,83,yes,yes,cellular,27,may,254,1,-1,0,unknown,þórstein,3358869
27,technician,single,primary,no,1579,no,no,cellular,20,feb,213,4,316,0,success,gabrielle,3357845
31,technician,married,tertiary,no,1772,no,no,unknown,14,jun,470,2,-1,0,unknown,doron,3356041
55,entrepreneur,married,tertiary,no,1077,yes,no,cellular,16,jul,409,1,-1,10,unknown,maynard,3360669
39,services,married,tertiary,no,-475,yes,yes,unknown,1,aug,321,7,6,1,failure,annice,3359525
38,services,married,tertiary,no,775,no,no,unknown,2,may,1036,1,-1,0,unknown,chantelle,3352978
31,management,married,tertiary,no,323,yes,no,unknown,2,may,221,5,-1,0,success,hagar,3353107
36,management,single,secondary,no,514,yes,no,cellular,5,may,1181,8,-1,0,unknown,shahira,3356839
35,blue-collar,married,secondary,no,18,yes,no,unknown,13,jul,483,1,-1,0,unknown,bahram,3355164
40,retired,divorced,tertiary,no,-97,yes,no,telephone,3,feb,588,1,152,0,unknown,meraud,3355714
32,blue-collar,married,primary,no,1978,no,no,cellular,21,may,130,2,-1,2,unknown,krzys,3352265
33,management,single,secondary,no,0,no,yes,cellular,30,apr,1313,1,-1,0,unknown,siors,3350796
42,admin.,divorced,tertiary,no,0,yes,no,cellular,15,may,56,1,162,0,unknown,asløg,3354962
35,blue-collar,divorced,secondary,no,-215,yes,no,unknown,23,jul,737,2,-1,0,unknown,becka,3353805
29,retired,married,secondary,no,221,yes,no,cellular,13,may,161,3,-1,1,unknown,maisie,3352691
26,retired,single,secondary,no,218,no,no,unknown,13,aug,57,1,259,0,unknown,georgie,3351179
55,blue-collar,single,secondary,no,416,no,no,cellular,4,may,330,2,-1,0,unknown,tennyson,3359690
56,management,single,tertiary,no,-588,yes,no,telephone,28,jun,123,6,-1,0,unknown,garvan,3357832
42,management,divorced,unknown,no,186,no,yes,cellular,9,feb,114,2,-1,1,failure,everette,3359848
40,services,married,secondary,no,863,yes,no,cellular,10,may,556,1,-1,0,unknown,paco,3350265
61,technician,divorced,secondary,no,-183,yes,yes,cellular,2,jul,801,1,-1,3,unknown,bernhard,3350731
53,technician,single,primary,no,132,no,no,cellular,16,may,278,1,-1,0,unknown,ovidiu,3357255
36,student,married,secondary,no,395,no,no,cellular,23,apr,685,24,-1,0,unknown,turin,3352825
35,services,divorced,primary,no,573,yes,no,cellular,21,nov,63,1,-1,0,unknown,javan,3353839
52,blue-collar,married,primary,no,191,no,no,unknown,18,may,419,2,-1,0,success,delaiah,3351955
50,admin.,single,primary,no,93,no,no,cellular,3,aug,124,1,-1,0,success,arielle,3352631
24,blue-collar,single,primary,no,992,yes,no,unknown,29,may,1162,2,-1,0,unknown,ayelet,3355783
29,technician,single,unknown,no,623,no,no,telephone,18,feb,272,2,-1,0,unknown,hasan,3360693
37,blue-collar,married,secondary,no,2665,yes,no,cellular,22,may,1062,1,-1,0,unknown,lily,3358849
22,retired,married,secondary,no,610,yes,no,cellular,7,feb,107,1,-1,0,unknown,sini,3350438
29,unknown,married,tertiary,no,1445,no,yes,cellular,17,jul,337,2,-1,6,unknown,cnaeus,3353428
31,management,single,secondary,no,3214,no,no,cellular,29,nov,173,3,-1,0,success,mihaela,3358597
35,self-employed,married,unknown,yes,12972,no,no,unknown,11,jun,307,1,-1,0,unknown,hideaki,3350422
62,student,single,tertiary,no,128,no,no,cellular,21,nov,154,2,271,1,success,bessie,3357619
36,unemployed,married,secondary,no,897,no,no,cellular,1,dec,294,1,-1,4,unknown,steph,3350489
43,technician,single,secondary,no,902,no,no,cellular,4,may,383,2,-1,4,unknown,cahal,3358877
28,technician,married,secondary,no,6,yes,no,cellular,23,jul,152,2,-1,11,unknown,alfhild,3358084
36,admin.,divorced,secondary,no,114,yes,no,unknown,27,may,566,3,-1,0,unknown,reba,3353131
34,housemaid,single,secondary,no,81,no,no,telephone,11,nov,172,2,-1,1,failure,jemima,3350310
33,management,married,secondary,no,2112,no,no,cellular,7,apr,177,1,92,0,failure,love,3357433
34,entrepreneur,married,secondary,no,3122,no,no,cellular,3,aug,193,1,192,0,unknown,brynja,3351614
30,admin.,single,primary,no,618,yes,no,cellular,28,jul,648,1,-1,0,unknown,phaedra,3353639
44,retired,married,tertiary,no,389,no,no,cellular,5,aug,642,2,76,0,unknown,laurita,3352187
63,blue-collar,single,secondary,no,125,no,yes,telephone,26,aug,746,2,-1,0,unknown,aella,3357866
27,student,married,tertiary,no,394,yes,no,unknown,8,feb,270,1,-1,0,unknown,deon,3355255
56,technician,married,tertiary,no,80,yes,no,cellular,20,nov,195,1,-1,0,other,shafiq,3351732
46,technician,single,primary,no,1047,no,no,cellular,4,apr,111,1,-1,0,failure,randy,3360636
36,management,married,primary,no,134,yes,no,cellular,27,jan,199,1,-1,0,unknown,amynta,3359816
51,admin.,single,secondary,no,-221,yes,no,telephone,19,jan,291,1,98,0,unknown,reynard,3351098
59,services,single,secondary,no,38,yes,no,telephone,11,may,2093,2,185,0,failure,kaety,3359462
53,services,single,primary,no,-40,yes,no,unknown,21,apr,132,1,-1,0,failure,tara (1),3352166
34,management,married,secondary,no,483,yes,no,cellular,7,dec,352,1,-1,1,unknown,tamid,3350059
30,blue-collar,married,secondary,no,214,yes,no,cellular,8,jun,25,4,-1,0,unknown,diann,3353959
32,blue-collar,single,tertiary,yes,0,no,no,cellular,18,may,793,1,-1,0,unknown,asenath,3350672
45,entrepreneur,married,tertiary,no,260,no,no,cellular,19,aug,162,6,-1,0,unknown,an,3354830
55,blue-collar,married,secondary,no,2847,yes,no,cellular,21,nov,345,2,99,0,unknown,rajya,3359778
31,blue-collar,divorced,primary,no,387,yes,no,cellular,4,feb,445,1,150,6,success,lark,3354459
46,management,single,tertiary,no,382,no,yes,cellular,20,apr,197,1,-1,29,unknown,morgan,3356776
51,technician,single,tertiary,no,3399,yes,no,cellular,4,apr,143,2,-1,0,unknown,martita,3351453
31,entrepreneur,married,tertiary,no,774,yes,no,unknown,27,aug,61,4,181,0,success,morten,3357535
34,blue-collar,married,secondary,no,841,yes,no,cellular,20,apr,127,1,-1,0,unknown,margarid,3353784
57,retired,married,tertiary,no,-2712,yes,yes,cellular,30,jul,542,1,-1,0,unknown,heddwyn,3350578
50,management,married,primary,no,73,yes,yes,cellular,13,may,168,3,-1,8,failure,larkin,3353813
39,management,single,primary,no,4438,no,no,cellular,18,jun,781,4,-1,0,unknown,lachie,3351994
27,technician,divorced,secondary,no,0,yes,no,cellular,8,apr,9,4,-1,0,other,janika,3350290
27,management,married,secondary,no,827,yes,no,unknown,30,jun,618,1,430,2,unknown,cornell,3358161
28,management,married,primary,no,1096,no,no,unknown,1,jul,244,4,98,0,unknown,haidee,3351928
44,entrepreneur,divorced,secondary,no,443,yes,no,cellular,19,may,1141,1,-1,0,unknown,abd-al-qadir,3359600
39,housemaid,married,primary,no,1121,no,no,cellular,14,dec,278,3,181,0,unknown,eibhlín,3350259
28,admin.,single,tertiary,no,4539,no,no,cellular,20,sep,59,4,-1,0,success,marin,3357188
75,management,single,primary,no,316,yes,no,cellular,15,nov,352,3,13,0,unknown,hermione,3351386
54,self-employed,single,secondary,no,14850,no,no,cellular,13,jul,394,2,-1,0,unknown,solvej,3357636
31,student,single,tertiary,no,154,yes,no,cellular,9,mar,53,1,-1,0,failure,meg,3352127
26,management,married,tertiary,no,6089,yes,no,cellular,18,jan,301,1,89,0,success,vinay,3353169
